"bedrooms","bathrooms","sqft_living","sqft_lot","grade","sqft_above","sqft_basement","yr_built","yr_renovated","lat","long","sqft_living15","sqft_lot15","date_month","date_day","price"
4,2.5,1700,7280,7,1700,0,1988,0,47.4045,-122.171,1950,7475,"5",19,12.5776396502326
3,1,1120,10701,7,1120,0,1954,0,47.5544,-122.358,1130,6350,"9",29,12.5602479680166
2,1,1070,4500,7,1070,0,1937,0,47.6802,-122.29,1320,4465,"8",14,12.9360362088485
3,2.5,2070,9900,8,1420,650,1979,0,47.2988,-122.371,2070,8250,"4",9,12.5153975628035
4,3.25,5050,20100,11,4750,300,1982,2008,47.6312,-122.223,3890,20060,"5",4,14.8802216397842
4,4.75,5310,57346,11,5310,0,1989,0,47.7285,-122.042,4180,47443,"10",7,14.1266657192017
2,1,1040,7538,7,1040,0,1939,0,47.7107,-122.352,1440,7530,"5",1,12.9853998159065
3,1,1700,11390,7,1700,0,1967,0,47.3271,-122.323,1350,8164,"10",17,12.254867571593
3,1,1300,5898,7,1300,0,1961,0,47.5053,-122.255,1320,7619,"9",25,12.3715913212869
3,1.75,1080,1306,7,580,500,1954,2003,47.6601,-122.4,1440,2225,"11",24,12.7098766755027
3,2.5,2653,4510,8,2653,0,2006,0,47.4145,-122.166,2653,4927,"3",20,12.8076553722869
3,2,2290,16258,8,2290,0,1960,0,47.4672,-122.165,1660,10530,"1",27,13.0170050839663
4,2.75,3820,26300,9,2850,970,2014,0,47.7618,-122.261,1860,12136,"11",13,13.5541470925303
4,2.5,2210,49375,8,2210,0,1997,0,47.3828,-122.071,2670,49385,"5",5,13.0280548957329
3,1.75,2390,6000,6,1240,1150,1908,0,47.5362,-122.268,2020,6000,"5",5,12.9116448152214
4,1.75,2600,11325,7,1610,990,1969,0,47.3954,-122.206,1720,11088,"7",3,12.6277424127348
2,1,860,5265,6,860,0,1931,0,47.5048,-122.272,1650,8775,"2",27,12.043559598368
5,3,3830,8480,9,2630,1200,1905,1994,47.6166,-122.287,3050,7556,"5",13,14.5333508389194
4,2.5,3500,7048,9,3500,0,2005,0,47.6811,-122.025,3920,7864,"6",30,13.5670504807162
3,3,2420,13959,8,1740,680,1988,0,47.7486,-122.23,2570,13300,"4",10,12.7068509637411
4,2.5,2720,8666,9,2720,0,1992,0,47.3846,-122.169,2410,8100,"9",5,12.8212609873195
5,2.25,2500,13500,7,1850,650,1979,0,47.7564,-122.144,2300,9750,"10",17,13.0540866779764
3,1.75,1670,6720,7,1140,530,1980,0,47.7198,-122.193,1670,7320,"2",9,12.9116448152214
5,2.25,2900,10300,8,1450,1450,1985,0,47.5461,-122.151,2310,10300,"7",2,13.4224694513351
2,1,1640,14100,7,1140,500,1954,0,47.5712,-122.143,1520,13527,"8",12,13.1223653774023
4,2.5,1890,15770,7,1890,0,1968,0,47.4281,-122.343,2410,15256,"7",23,12.8739020181058
4,1.75,2950,9025,8,1780,1170,1975,0,47.7128,-122.223,2120,9600,"2",24,13.353476685668
4,2.5,2160,9528,9,2160,0,1992,0,47.3341,-122.255,2280,9937,"10",22,12.7938620882062
4,3,3280,11060,8,2270,1010,1986,0,47.5399,-122.181,2320,11004,"10",2,13.270785106659
3,2,1970,4166,8,1270,700,1929,0,47.5717,-122.375,2390,4166,"7",9,13.2176753753888
4,2.5,3360,22111,10,3360,0,1994,0,47.5951,-122.017,3150,11374,"7",10,13.6865413143231
3,2,1320,8959,7,1320,0,1993,0,47.3536,-122.144,1740,7316,"8",22,12.4874888785461
3,2.5,2650,7286,8,2650,0,1990,0,47.5084,-122.154,2400,7220,"3",4,13.0091969189378
3,1.5,2030,8880,7,1330,700,1963,0,47.5586,-122.311,2140,5592,"6",2,12.9091726321877
3,1.75,1590,11914,7,1090,500,1957,0,47.4427,-122.274,1630,9052,"5",29,12.496878583629
4,5,4550,18641,10,2600,1950,2002,0,47.6053,-122.077,4550,19508,"6",24,14.938815784426
3,2.5,2440,7632,8,2440,0,1998,0,47.3494,-122.301,2510,7903,"8",11,12.7218887958774
3,2.5,1940,9000,7,970,970,1948,0,47.6933,-122.393,2190,7310,"6",19,13.2638646757876
3,2.5,2040,3810,8,2040,0,2006,0,47.3537,-122,2370,4590,"4",1,12.2483367996382
3,2.25,2200,8750,7,1120,1080,1964,0,47.476,-122.337,1460,10139,"1",15,12.6603310924059
3,1.75,1920,3300,8,960,960,1913,0,47.6239,-122.298,1740,4000,"2",17,13.4939283131462
4,2.75,1800,7750,8,1400,400,1965,0,47.7776,-122.384,1800,8275,"4",3,13.2176753753888
4,2.25,2180,7297,8,2180,0,1984,0,47.6459,-122.058,2250,9781,"6",12,13.3224446264498
2,1,1010,5000,6,1010,0,1908,0,47.6692,-122.297,1460,5000,"2",28,13.2189472911196
4,2.75,3320,10574,8,2220,1100,1960,0,47.5376,-122.18,2720,8330,"1",8,13.4075438233963
4,2.5,2370,4000,8,1980,390,1928,0,47.601,-122.294,2440,5750,"2",9,13.6339898803809
5,1.75,1660,78408,6,1660,0,1915,0,47.529,-121.837,1660,78408,"10",23,12.2110651621532
5,2.5,3650,9050,10,3370,280,1921,0,47.6345,-122.367,2880,5400,"5",2,14.6842907266304
4,3.25,4290,12103,11,2690,1600,1997,0,47.5503,-122.102,3860,11244,"6",18,14.1404891377028
4,3.25,4290,12103,11,2690,1600,1997,0,47.5503,-122.102,3860,11244,"12",9,14.1519835088709
4,2.25,1950,7700,8,1350,600,1979,0,47.4441,-122.125,2150,7350,"11",5,12.6280703342727
3,2,2590,14052,8,1720,870,1948,0,47.7357,-122.333,1570,8162,"4",8,13.0960214554507
3,2.5,1930,64904,8,1930,0,1988,0,47.346,-122.157,2350,57500,"5",11,12.8739045822051
2,1,1470,3864,7,1170,300,1916,0,47.6638,-122.345,1570,3864,"7",23,13.214032390746
4,1,800,8775,6,800,0,1943,0,47.48,-122.336,1310,8775,"11",22,12.5015405793473
5,2.75,3150,7119,9,3150,0,2013,0,47.6759,-122.151,1560,8384,"5",13,13.6169388802445
3,2.25,2030,16200,8,2030,0,1984,0,47.5162,-122.057,2660,17958,"10",23,13.1615860136327
3,2,1450,11204,7,1450,0,2003,0,47.2639,-122.252,1520,9518,"7",21,12.345838935722
3,1.75,1510,10248,7,1510,0,1969,0,47.2929,-122.371,1510,9753,"2",2,12.3883983689821
2,1,1240,12092,6,960,280,1922,1984,47.4957,-122.352,1820,7460,"9",5,12.354496960984
2,1,1240,12092,6,960,280,1922,1984,47.4957,-122.352,1820,7460,"3",11,12.3904795265235
3,2.5,3030,45004,9,3030,0,1987,0,47.7721,-122.093,3080,35781,"10",27,12.524439100113
4,2,2050,4400,9,2050,0,1922,0,47.644,-122.319,2320,5500,"9",5,13.5144068165308
3,1,1000,7636,7,1000,0,1952,0,47.472,-122.344,1150,7600,"4",28,12.1355214175791
3,2.25,2370,10289,9,1590,780,1977,0,47.592,-122.166,2500,10004,"7",25,13.5797894902652
4,3.5,2800,6750,9,1890,910,1951,2002,47.669,-122.275,2370,6120,"9",16,13.6876783228174
6,1.75,2240,11180,7,2240,0,1955,0,47.42,-122.323,1590,7955,"4",16,12.5389706450265
3,2,1810,10530,8,1810,0,1991,0,47.1913,-122.012,1910,10450,"7",29,12.5947340251467
2,1,1070,5000,7,1070,0,1924,0,47.6666,-122.331,1710,5000,"4",8,13.3692250178346
4,2,2490,9525,9,2490,0,1968,0,47.5639,-122.217,2770,9525,"7",3,13.7536362180754
4,2.5,1960,5238,7,1960,0,2003,0,47.3483,-122.052,1800,5894,"10",7,12.4684407561441
3,2.75,2930,5569,9,1860,1070,2004,0,47.7648,-122.164,2580,11045,"6",2,13.2355152613686
4,2,1510,3500,7,1510,0,1911,0,47.6794,-122.357,1820,3750,"7",22,13.5816864217263
3,1.75,1420,8250,7,1420,0,1954,0,47.7535,-122.354,1740,8000,"8",26,12.4874888785461
3,1.75,1740,11547,7,1740,0,1954,0,47.4945,-122.22,880,78408,"5",1,12.4090175711512
4,1.75,2560,43995,7,2560,0,1962,0,47.6945,-122.093,2560,14764,"4",24,13.0919062317732
4,3.5,3040,8414,9,2420,620,2010,0,47.5222,-122.157,3470,8066,"11",6,13.4357146585919
3,1.75,2500,6840,8,1300,1200,1957,0,47.7222,-122.32,1580,8691,"9",9,12.959846800845
4,1.75,1275,20000,6,1275,0,1991,0,47.3796,-122.49,1660,20000,"10",17,12.6430396506667
4,2.5,2580,5823,8,2580,0,2002,0,47.5374,-121.875,2380,5823,"7",18,13.2217579320548
4,1,1000,7134,6,1000,0,1943,0,47.4897,-122.24,1020,7138,"7",23,12.0137068134704
4,1,1000,7134,6,1000,0,1943,0,47.4897,-122.24,1020,7138,"12",29,12.3879816172226
2,1,1070,32633,6,1070,0,1930,0,47.4716,-122.078,1360,32156,"12",5,12.676079399771
3,2,1390,13464,7,1390,0,1987,0,47.3581,-122.173,1720,12080,"10",21,12.238544675927
4,1.75,2500,7690,7,1250,1250,1973,0,47.7713,-122.307,2040,8646,"4",16,12.8661825559879
1,0.75,560,12120,4,560,0,1967,0,47.675,-121.854,1300,19207,"6",4,12.6082021968488
4,2.75,2270,10460,9,2270,0,1965,0,47.5603,-122.222,2610,10180,"9",22,13.6588579175089
3,1,1900,14400,7,1300,600,1954,0,47.4147,-122.337,1940,14400,"1",26,12.6603310924059
2,1,990,3120,7,790,200,1907,0,47.68,-122.353,1930,3120,"12",3,12.9888342704915
4,1.5,1550,19800,7,1050,500,1969,0,47.3117,-122.27,1640,22654,"3",24,12.4371883347397
4,1.75,2200,7475,7,1100,1100,1955,0,47.543,-122.28,1600,5766,"6",4,12.8346839716157
4,2.5,1910,4862,7,1910,0,2005,0,47.3607,-122.034,2010,5091,"8",6,12.6115410869661
4,1,1750,9600,7,1750,0,1954,0,47.5759,-122.137,1750,10530,"10",6,12.9480123712091
3,1,1330,77972,7,1330,0,1928,1954,47.6891,-122.159,1340,17689,"5",5,13.7101511534169
3,2.5,2440,5750,9,1980,460,2000,0,47.565,-122.381,1520,5750,"8",5,13.429702478318
3,2.5,1640,29970,7,1640,0,1992,0,47.6359,-121.974,1580,28399,"6",5,13.0454844928933
5,2.5,2760,11340,9,2760,0,1978,0,47.4769,-122.141,2470,11340,"8",28,12.8479291632781
4,2.5,1820,7912,7,1820,0,1994,0,47.3845,-122.029,1820,8168,"12",10,12.7053346678215
3,2.5,2110,5608,8,1340,770,2013,0,47.6743,-122.184,2040,9363,"8",19,13.3129027419974
5,2.5,3040,9570,8,1640,1400,1966,0,47.5651,-122.164,2920,8800,"9",17,13.5860986514973
3,2,1840,40438,7,1840,0,1994,0,47.4853,-121.709,1380,44049,"1",30,13.0497948351048
4,2.5,2990,10400,9,2990,0,2002,0,47.4508,-122.359,2140,17449,"3",26,13.4195020945099
4,2.5,3520,15420,10,3520,0,1991,0,47.6375,-122.016,3400,21455,"10",1,13.6047907612158
4,2.75,2440,69415,8,1910,530,1989,0,47.5944,-122.042,2770,24361,"4",23,13.5734402706491
4,3,2090,7500,7,1370,720,1986,0,47.4888,-122.182,1810,7650,"11",20,12.7308041330407
3,2.25,1430,7222,7,1430,0,1993,0,47.5112,-122.19,1430,7220,"12",4,12.5425484535736
4,2.25,2180,10754,7,1100,1080,1954,0,47.7711,-122.341,1810,6929,"10",1,12.6603310924059
4,2.25,2180,10754,7,1100,1080,1954,0,47.7711,-122.341,1810,6929,"3",24,13.180634172319
5,3,3450,9914,9,3450,0,2004,0,47.2813,-122.345,2860,9721,"12",23,12.8479291632781
3,2.25,1450,7562,7,1450,0,1994,0,47.5038,-122.189,1650,7625,"8",11,12.6014907847825
4,2.5,3230,7331,10,3230,0,2004,0,47.5823,-121.97,3480,7447,"5",20,13.5008011829866
3,1.75,1640,13500,7,1110,530,1940,0,47.7164,-122.304,1770,12600,"6",9,13.0170050839663
3,3,1590,7750,7,1060,530,1997,0,47.3624,-122.045,1680,7500,"10",27,12.5245300130057
4,2,2020,2849,7,2020,0,1960,0,47.6831,-122.329,1910,3120,"4",29,13.2963183651986
3,1.5,1300,3348,7,1300,0,1904,2014,47.592,-122.307,1590,2577,"4",21,12.9831036089188
2,1.5,1380,209959,6,1380,0,1954,0,47.7461,-122.195,3130,19868,"9",16,12.5061809416774
3,3,4040,14338,10,3030,1010,1986,0,47.7268,-122.06,3360,14142,"8",5,13.7642183162077
4,2.25,2130,5337,7,2130,0,2001,0,47.7237,-121.959,2300,6930,"3",13,12.8713371932914
4,2.25,2550,7800,8,1580,970,1968,0,47.6283,-122.095,2420,8050,"1",21,13.235693848424
5,3.5,4800,14984,11,3480,1320,1998,0,47.5543,-122.148,4050,19009,"7",28,14.1156158911551
4,2.25,2510,11585,8,2510,0,1969,0,47.5483,-122.226,2450,9691,"11",11,13.5911174763121
3,2,1410,9600,7,1410,0,1983,0,47.7591,-122.146,1410,9600,"6",25,12.8090242941463
3,2,1650,7352,7,1160,490,1979,0,47.4612,-122.169,1710,7350,"5",15,12.4385762545107
4,2.5,2120,13780,8,2120,0,1993,0,47.4987,-122.365,1880,12000,"9",5,12.9090488624587
4,1.5,2040,10726,7,1380,660,1954,0,47.772,-122.358,1610,10020,"8",1,12.8610012106691
4,1,1550,7620,7,1550,0,1957,0,47.5287,-122.35,1450,7620,"12",10,12.75130259456
3,2.75,1980,3128,9,1980,0,1979,0,47.6109,-122.114,1950,2856,"9",17,13.1021627109011
3,2.5,1600,26977,8,1600,0,2005,0,47.7736,-121.901,1790,27743,"6",18,12.7068509637411
4,2.75,3300,12090,8,3300,0,1953,0,47.6294,-122.218,3180,12239,"5",12,13.7397099232961
4,2.5,3840,16619,10,3840,0,1983,0,47.5634,-122.213,3600,16553,"7",28,13.9270528271512
2,1,1220,10000,7,1220,0,1950,0,47.7405,-122.241,2000,9600,"4",30,12.7068509637411
5,2.25,2720,8800,7,1500,1220,1958,0,47.5976,-122.118,2110,8800,"3",9,13.180634172319
4,2,1940,25600,8,1940,0,1962,0,47.5722,-122.129,2000,10071,"6",23,12.8076553722869
3,2.5,2160,3000,7,1260,900,1909,2011,47.5644,-122.289,1060,3500,"6",19,12.8446342760663
4,1.75,1530,8750,7,1530,0,1968,0,47.4556,-122.157,1390,8750,"6",19,12.5058105040752
3,3.5,1710,2096,8,1290,420,2008,0,47.6055,-122.305,1630,1543,"3",6,13.2303223142399
4,1.75,3730,16980,7,2150,1580,1974,0,47.1775,-122.022,1880,16963,"8",25,12.7938620882062
2,1,940,5000,7,940,0,1937,0,47.6879,-122.385,1560,4500,"4",22,12.7713892954853
3,2.5,1750,22357,8,1750,0,1994,0,47.4807,-121.779,2430,22357,"2",24,12.9876907624046
4,2.5,1820,6753,7,1820,0,1994,0,47.3845,-122.032,1820,7107,"6",18,12.6838615159884
3,3.25,1510,2000,9,1330,180,2001,0,47.5815,-122.402,1510,1352,"9",12,13.3847291803322
3,2,1290,1213,8,1290,0,2001,0,47.6609,-122.344,1290,3235,"8",6,13.0170050839663
3,2,1570,5250,7,1570,0,1998,0,47.3163,-122.188,1570,5250,"4",17,12.5371769290073
4,2.5,1930,6957,8,1930,0,1995,0,47.4309,-122.191,2090,6996,"4",27,12.8075183769774
4,3.5,2840,40139,10,2840,0,1986,0,47.401,-122.026,3180,36852,"9",11,13.641158361295
3,2.5,1550,8134,7,1550,0,1991,0,47.404,-122.191,1550,8134,"3",18,12.4987459908293
2,1,833,143947,5,833,0,2006,0,47.3889,-122.482,1380,143947,"7",16,13.1568324346849
3,2.5,2990,32239,8,2990,0,1978,0,47.7718,-122.095,2990,36497,"11",4,13.3581087906591
3,2.5,2000,7251,9,2000,0,1995,0,47.7067,-122.2,2450,8118,"7",23,13.2664654529783
4,1.5,2390,7480,7,2390,0,1920,0,47.504,-122.227,2850,6867,"2",12,12.7337583362107
3,1.75,2910,37461,7,1530,1380,1967,0,47.7015,-122.164,2520,18295,"9",9,13.2533933941952
4,1.75,2085,174240,7,1610,475,1964,0,47.5753,-121.95,2690,174240,"6",26,13.2419243870833
4,2.25,2200,9351,7,1290,910,1962,0,47.7448,-122.333,1910,8660,"1",5,12.9551298220918
3,2.25,1860,5028,8,1860,0,2012,0,47.7318,-121.982,2320,5465,"12",23,12.779875885355
5,4.25,6070,171626,12,6070,0,1999,0,47.5954,-121.95,4680,211267,"7",10,14.2537661340565
2,1,950,3960,7,950,0,1941,0,47.6885,-122.337,1320,4050,"12",3,13.0857014677194
3,1.75,1600,9135,7,1600,0,1955,0,47.5724,-122.179,1580,9800,"7",30,13.3455085287173
3,2.5,2250,11632,8,2250,0,1988,0,47.5272,-122.169,2360,11632,"12",19,13.1956156978783
3,2.5,2280,10255,8,2280,0,1985,0,47.4334,-122.161,2310,10094,"1",7,12.8479291632781
2,1,940,5120,7,940,0,1909,0,47.6073,-122.308,1300,5120,"7",17,12.8346839716157
3,2.5,1530,8500,7,1030,500,1996,0,47.3592,-122.046,1850,8140,"4",3,12.4090175711512
5,1.75,2190,27260,7,2190,0,1947,1974,47.4546,-122.337,1620,39480,"11",14,12.6443308022626
3,2,2350,15021,8,1770,580,1976,0,47.6408,-122.219,3530,15715,"2",25,14.0778755916622
4,2,1440,7680,7,1200,240,1971,0,47.7245,-122.2,1460,9660,"5",6,12.8916940785578
3,2.5,2200,4052,8,2200,0,2005,0,47.4362,-122.178,2310,5082,"5",12,12.8076553722869
4,3,2290,8250,9,2290,0,1990,0,47.3739,-122.156,2290,8250,"10",28,12.7022951610422
4,3,4040,19700,11,4040,0,1987,0,47.7205,-122.127,3930,21887,"9",8,13.8034389888752
4,2.5,2610,3277,8,1920,690,1922,0,47.6636,-122.33,1810,3277,"7",22,13.8155115579638
3,2.5,1490,2138,7,1490,0,2005,0,47.4324,-122.197,1490,2094,"9",3,12.3758196395176
4,2.5,2450,5280,8,2450,0,2003,0,47.7734,-122.224,2300,4674,"9",19,13.1711554463339
4,2.5,1710,9627,9,1440,270,1976,2014,47.559,-122.164,2140,9131,"9",16,13.5264955976119
5,2.5,4870,11800,10,3470,1400,1983,0,47.633,-122.041,3180,11398,"8",21,13.4904740830508
3,2.5,3130,8750,10,3130,0,1991,0,47.6954,-122.103,2860,9003,"3",12,13.6447234232229
2,2,1270,1372,8,1270,0,2000,0,47.6776,-122.318,1610,3090,"7",8,12.989976472461
3,1.75,2120,10875,8,1540,580,1977,0,47.504,-122.382,2460,11760,"9",16,13.2673308777568
3,1.5,1670,8230,7,1670,0,1954,0,47.2613,-122.255,2077,4910,"9",23,12.3368859725589
3,2.25,2070,11576,7,2070,0,1974,0,47.3417,-122.271,1890,7519,"7",22,12.1858750402405
2,1,1420,5332,8,1070,350,1953,0,47.6694,-122.275,2400,5406,"7",15,13.370786295964
3,1.5,1250,219978,6,1250,0,1980,0,47.4056,-121.955,1930,210394,"4",22,12.7656912906044
3,1,940,7980,7,940,0,1960,0,47.3838,-122.289,1150,8050,"8",19,12.2307701361574
3,1.75,1920,9102,7,1920,0,1968,0,47.7487,-122.082,1920,9760,"12",2,12.899222326087
3,2.5,3545,9816,10,2610,935,2005,0,47.5534,-122.078,3630,7704,"11",10,13.8450703310791
3,2,1260,5460,7,1260,0,1972,0,47.7355,-122.18,1510,5460,"3",19,13.1323156884536
5,2.5,2340,7200,7,1300,1040,1975,0,47.7206,-122.211,1930,7221,"10",9,13.0710721882777
3,2.25,2590,9263,8,1440,1150,1977,0,47.7691,-122.262,2580,9450,"11",5,13.1615860136327
3,4.5,3970,24920,10,3260,710,1977,1999,47.7183,-122.258,2610,13838,"5",2,14.1870748040517
3,1.75,1220,9732,7,1220,0,1965,0,47.7736,-122.214,1630,10007,"12",31,12.7174011428341
3,1,1400,10403,6,1400,0,1976,0,47.362,-122.029,1230,10209,"2",22,12.354496960984
3,2.75,2360,16117,8,1710,650,1983,0,47.5698,-122.121,2120,16117,"4",21,13.446041257047
3,1.75,1870,9897,8,1870,0,1960,0,47.5505,-122.221,1900,10005,"10",14,13.6060245661424
3,2.5,2830,5802,9,2830,0,2001,0,47.7605,-122.234,2500,5788,"5",20,13.2194919030154
3,2.5,2260,3640,8,2260,0,1994,0,47.7356,-122.157,2350,3710,"1",8,13.115340776564
3,3,1970,20978,9,1770,200,1980,0,47.3844,-122.438,2280,75396,"11",26,13.4659545002331
4,2.5,3140,9225,9,1770,1370,1966,0,47.4904,-122.226,2460,9600,"6",12,13.2673308777568
3,1.75,1240,8659,7,1240,0,1986,0,47.3663,-122.089,1490,8223,"1",28,12.4490227457015
4,3.5,3450,7832,10,3450,0,2007,0,47.5637,-122.123,3220,8567,"6",26,13.8643016745142
3,2.25,2570,8491,8,2570,0,1989,0,47.3759,-122.125,2400,8049,"3",5,12.7599606323157
3,2,1510,3413,7,1510,0,1985,0,47.3912,-122.167,1570,3777,"11",4,12.345838935722
4,2.25,2390,11250,9,2390,0,1988,0,47.3305,-122.371,2480,11250,"12",9,12.7924722377805
3,1,980,7000,6,980,0,1953,0,47.7617,-122.357,1220,7000,"11",12,12.7068509637411
1,0.75,430,5050,4,430,0,1912,0,47.6499,-121.909,1200,7500,"5",23,11.2897944135779
3,1.75,1480,6360,7,1480,0,1954,0,47.7311,-122.353,1480,6360,"12",1,13.0497948351048
4,2.5,1850,7324,8,1850,0,1997,0,47.3701,-122.107,2100,7329,"10",15,12.6915835382302
3,2,2270,28025,7,1920,350,1947,0,47.4857,-122.318,1770,14833,"1",7,12.738173341425
3,2.5,1810,5192,8,1810,0,1993,0,47.3724,-122.042,1810,6200,"1",6,12.7440298563882
2,2,1610,17600,6,1610,0,1930,1983,47.4855,-122.266,1310,12950,"6",23,12.5807382820848
3,4.25,3840,6161,10,3840,0,2000,0,47.6336,-122.064,3230,7709,"2",13,13.6747542713927
4,2.75,4110,8400,9,3130,980,1928,2013,47.717,-122.281,2820,8400,"11",13,13.9969992680377
4,3.25,4190,10259,11,3150,1040,2000,0,47.6332,-122.066,4300,11919,"10",14,13.9552733699043
4,2.75,3390,6298,9,3390,0,2011,0,47.5906,-122.062,3390,7111,"8",11,13.6645725453242
4,2.25,1890,3006,7,1890,0,2003,0,47.5461,-121.998,1580,3000,"8",8,13.1615860136327
3,2.5,1610,2527,9,1080,530,2005,0,47.5674,-122.29,1610,4173,"7",11,13.038983942376
3,1.5,1050,4590,7,850,200,1949,0,47.6943,-122.29,1770,5400,"9",1,12.9920838346374
2,1,630,6550,5,630,0,1918,0,47.5486,-122.38,1420,6550,"4",6,12.6603310924059
4,2.75,2910,10650,8,1780,1130,1975,0,47.6658,-122.188,2920,10988,"7",18,13.2878795107957
4,1.75,1700,8640,7,850,850,1955,0,47.5772,-122.153,1620,9000,"11",4,12.8439739938641
3,2.5,1950,8130,9,1950,0,1990,0,47.3875,-122.161,2350,7691,"6",3,12.7022951610422
3,3,2990,9773,8,2990,0,1973,0,47.6344,-122.174,2230,11553,"3",25,13.652933979746
3,1.5,1350,6000,7,900,450,1950,0,47.5275,-122.391,1730,6012,"10",27,13.1711554463339
4,3.25,4860,181319,9,4860,0,1993,0,47.6179,-122.005,3850,181319,"4",10,14.141211419625
4,2.5,2160,7725,8,1460,700,1978,0,47.3078,-122.378,2060,8250,"4",28,12.5947340251467
6,3.5,4860,11793,11,3860,1000,1998,0,47.5521,-122.137,3600,11793,"7",11,13.8803624674906
2,2,890,5000,6,890,0,1917,0,47.5158,-122.264,1860,5000,"7",21,12.2450577540078
4,2.75,2810,7302,9,2810,0,2002,0,47.5985,-121.977,2820,7302,"12",16,13.4586941754522
5,2.5,3400,9500,8,3400,0,1977,0,47.5645,-122.082,3080,11081,"2",10,14.0623714171455
4,1.5,1580,7350,7,960,620,1963,0,47.6734,-122.154,1560,7350,"11",20,13.0214396712013
3,2,1680,5036,7,1680,0,1987,0,47.4734,-122.186,1680,4921,"2",5,12.8212609873195
3,1.75,1300,11230,7,1300,0,1968,0,47.3811,-122.087,1300,10794,"1",27,12.354496960984
5,2.5,2820,14062,7,2380,440,1960,0,47.7081,-122.215,1910,10392,"10",30,13.4149598543643
3,2,1510,6710,7,1070,440,1972,0,47.7193,-122.216,1660,6600,"6",14,12.8929527287966
2,2.5,1230,1391,8,870,360,2004,0,47.6192,-122.301,1240,1350,"5",12,13.1021627109011
4,2,2110,4140,9,1710,400,1925,2003,47.5836,-122.387,1440,4420,"1",28,13.4939283131462
3,2.75,3080,19635,7,1610,1470,1958,0,47.3841,-122.284,2424,12410,"9",17,12.6082021968488
2,1.5,1490,5750,7,1190,300,1900,0,47.5872,-122.39,1590,4025,"8",18,13.3455085287173
3,2.5,2120,4500,7,2120,0,2000,0,47.5322,-121.88,2530,4816,"11",6,12.9888342704915
4,2.5,3180,5438,9,3180,0,2003,0,47.5416,-121.864,3030,5335,"5",10,13.3847291803322
2,1,1490,3825,7,860,630,1929,0,47.6799,-122.381,1460,3825,"5",19,13.0710721882777
3,2,1930,11947,8,1930,0,1966,0,47.3672,-122.151,2200,12825,"5",2,12.7425689400171
4,2.5,2770,7800,10,2770,0,1999,0,47.684,-122.205,2720,10000,"10",15,13.9956221746384
3,1.5,1670,11610,7,1670,0,1963,0,47.4404,-122.191,1930,10200,"2",10,12.5425484535736
2,1.75,1330,7200,7,1330,0,1993,0,47.4467,-122.281,1450,11682,"5",21,12.3883983689821
3,1,1210,3328,7,1210,0,1924,0,47.6729,-122.363,1640,3333,"5",27,13.1787456011978
3,1,1190,5100,7,1030,160,1941,0,47.5346,-122.385,1690,5100,"2",2,12.9990674235007
2,1,1540,6872,7,820,720,1946,0,47.6454,-122.373,1420,5538,"5",8,13.3293791728036
4,3.75,4030,10800,10,4030,0,2006,0,47.6821,-122.196,2160,7200,"6",12,14.2109260036194
4,1.75,2430,7559,8,1580,850,1981,0,47.7206,-122.11,1980,8750,"5",5,13.2793688356142
4,2.5,2600,7787,8,2600,0,2005,0,47.4877,-122.139,2830,7787,"3",5,13.0815434662152
5,3.5,4410,57063,9,4410,0,1990,0,47.6554,-122.018,2900,50529,"7",21,13.9062658344743
4,1,1330,8184,7,1330,0,1949,0,47.7343,-122.347,1220,660,"11",5,12.5776396502326
3,1.75,1900,5000,7,950,950,1951,0,47.5789,-122.393,1770,5000,"8",20,13.3293791728036
2,1,1100,7680,7,1100,0,1950,0,47.7439,-122.339,1460,7680,"3",11,12.6115410869661
3,1,1980,39150,6,1580,400,1932,0,47.3818,-122.225,1860,11811,"10",29,12.6378583087037
3,2.5,2400,7745,9,2400,0,2001,0,47.6734,-122.173,2080,8615,"5",7,13.5278298188449
4,2.25,4760,8036,9,3390,1370,1916,0,47.6415,-122.285,2950,9323,"11",14,14.6264412186249
4,3.25,3180,194278,10,3180,0,2005,0,47.4711,-122.084,2200,178160,"8",5,13.6989778653032
3,1,1190,7560,6,1190,0,1958,0,47.452,-122.177,1190,7560,"3",25,12.5707192313343
2,1,630,6000,6,630,0,1943,2005,47.4973,-122.221,1470,6840,"9",6,12.1547846142867
5,3,2530,5105,8,1520,1010,2005,0,47.7546,-122.341,2290,4011,"3",26,13.1519241213916
4,1.5,1690,11054,5,1690,0,1930,0,47.4667,-122.215,1690,9040,"11",5,12.3673450484364
2,1,940,5000,6,940,0,1951,0,47.5186,-122.374,940,5000,"8",18,12.5245300130057
2,2,1240,9119,7,1240,0,1952,0,47.6221,-122.193,1380,9121,"11",21,13.4973706525973
4,2.5,3040,6587,7,3040,0,2003,0,47.683,-122.039,2740,6587,"6",20,13.3847291803322
6,5,6050,230652,11,6050,0,2001,0,47.6033,-121.943,4210,233971,"6",18,14.2855148122098
4,1,1590,7085,6,1590,0,1944,0,47.7315,-122.305,1320,7085,"11",5,12.8076553722869
3,1.75,2500,36947,9,2500,0,1984,0,47.6917,-122.084,2590,28837,"10",8,13.403022345492
3,2.5,1780,7848,7,1320,460,1978,0,47.3608,-122.056,1680,7848,"4",29,12.5080310741195
