"area","rooms","bathroom","parking_spaces","hoa_.BRL.","rent_amount_.BRL.","property_tax_.BRL.","fire_insurance_.BRL.","totalBRL"
103,2,2,1,530,1600,221,21,7.77191025643576
103,3,2,2,1500,1360,292,18,8.06180227453835
80,3,2,1,740,1500,150,20,7.78779687818117
160,3,3,2,1229,4000,390,51,8.64312074801403
238,4,3,4,2980,10200,NA,130,9.62450089845157
500,7,4,4,0,5500,167,91,8.65851912750667
580,5,5,4,9900,15000,2200,191,10.2143122564902
80,1,1,0,0,1370,50,21,7.27378631784489
210,4,5,3,2620,2975,1184,38,8.82732145269785
106,3,3,1,900,2250,186,33,8.12266802334641
30,1,1,0,500,1200,21,16,7.46049030582534
156,3,2,1,0,2000,147,31,7.68662133494462
60,1,1,1,0,1250,NA,19,7.14677217945264
200,3,4,0,3672,3600,NA,46,8.99949587624899
70,2,2,0,280,1000,138,13,7.26682734752059
177,4,5,4,1500,9200,959,117,9.37424334324612
103,3,3,2,735,2500,19,38,8.09955428237636
440,4,4,4,0,12000,2500,181,9.59430941973946
65,2,1,1,600,1700,92,22,7.78945456608667
260,5,3,3,2000,4000,487,54,8.78599820809833
200,4,4,6,0,4320,375,65,8.46821300919452
96,3,2,1,1122,3050,231,39,8.39908510293591
68,2,2,1,690,2900,NA,37,8.23350314023399
300,5,5,5,0,4500,450,74,8.52218073292728
34,1,1,0,305,750,NA,10,6.99668148817654
398,5,6,0,3500,8500,700,108,9.45805945585643
100,1,1,0,0,2600,0,35,7.8770178956224
176,4,5,3,2136,6500,704,87,9.15143926405602
90,2,2,2,500,4000,250,54,8.47741232140439
680,7,6,8,0,8000,428,132,9.05497228474248
220,4,3,0,3000,15000,1138,200,9.86998247397873
110,2,2,2,0,2120,NA,32,7.75233516330229
180,3,2,1,1260,5500,255,70,8.86587628542542
36,1,1,1,410,1800,93,8,7.74586822979227
450,4,4,4,2394,12700,NA,170,9.68663666084494
103,3,2,0,812,3300,336,43,8.41005331585833
101,2,2,2,480,1800,NA,27,7.9402277651457
196,4,4,0,2450,6000,NA,77,9.20893939106056
28,1,1,0,495,1980,68,26,7.85166117788927
260,3,4,4,0,4500,0,68,8.42704964156327
330,4,2,5,0,1870,NA,29,7.74066440191724
70,3,2,1,607,1189,96,16,7.55433482372575
33,1,1,0,500,1200,13,16,7.45587668749182
160,3,3,2,2200,10500,NA,134,9.49859727917881
60,2,1,1,506,1350,42,18,7.55851674304564
36,1,1,1,130,1379,99,10,7.38956395367764
20,1,1,0,0,2060,0,27,7.64396194900253
70,2,1,0,375,750,NA,11,7.05875815251866
180,3,4,4,0,4700,2,71,8.47093980689877
105,3,3,1,980,2150,0,28,8.05801080080209
275,4,5,4,4200,9700,NA,123,9.63958710874914
450,2,2,5,0,1512,71,25,7.38336814699238
360,4,6,4,864,7700,NA,116,9.10286651367095
140,2,2,1,700,1900,150,25,7.9287663216267
900,3,5,8,0,8000,NA,121,9.24676872858973
152,3,5,3,1600,6000,321,88,8.9884460400624
280,3,4,3,0,8000,500,121,9.06207235530708
230,4,4,3,2564,2500,934,32,8.70466811345099
92,3,2,3,700,2100,NA,27,8.00469951054955
58,1,1,1,0,1100,34,19,7.05098944706805
41,2,1,1,248,1193,0,16,7.2848209125686
206,4,4,3,1890,12000,917,153,9.61320209421423
214,3,3,2,2016,5900,227,75,9.0142038261485
110,2,2,1,1286,1710,NA,22,8.01268092970684
100,2,1,0,0,777,25,13,6.70441435496411
80,2,2,1,250,1200,NA,16,7.29097477814298
311,3,4,3,3075,13000,1753,174,9.7981825908907
200,2,3,2,1700,15000,667,191,9.77343581317586
96,3,2,2,800,3200,NA,41,8.35019365072007
140,4,2,1,1700,6000,380,78,9.0068768914288
138,3,3,2,1100,7070,382,90,9.06450502375264
140,3,3,1,2200,3900,359,50,8.78109473520261
60,2,2,1,592,1250,0,17,7.52833176670725
40,1,1,0,0,600,34,10,6.46925031679577
178,3,4,4,2700,10200,NA,130,9.52522410185311
140,3,3,2,0,4900,25,74,8.51719319141624
72,2,1,0,864,1020,0,13,7.54855597916987
117,2,1,1,720,2700,11,35,8.15104494568502
35,1,1,1,0,977,NA,13,6.92853781816467
42,1,1,0,360,890,NA,13,7.1420365747068
29,1,1,0,0,1100,NA,15,7.02464903045364
130,2,1,0,650,2150,9,28,7.95085485771999
100,3,2,1,2350,5000,NA,65,8.95531908176395
39,1,1,0,450,609,44,8,7.01391547481053
61,1,1,0,394,1600,0,21,7.60887062919126
750,4,5,5,0,10400,667,157,9.32554230166487
142,4,3,2,900,2700,277,36,8.27231514795602
650,4,4,8,0,7500,200,113,8.96367227561502
69,2,2,0,0,1700,73,26,7.49554194388426
100,2,2,4,0,2600,NA,40,7.89618060861549
300,4,2,2,1750,8000,500,107,9.24580403625175
190,3,4,3,1700,2740,900,35,8.58969988220299
115,2,2,0,950,4500,2731,58,9.01675562290352
119,3,1,1,926,1200,100,16,7.71556953452021
100,2,3,1,1200,1890,42,24,8.05737748855799
55,2,1,1,400,1087,0,14,7.31455283232408
44,1,1,1,724,3000,89,39,8.25660734462616
316,4,6,4,4767,8000,1963,102,9.60447486374196
83,2,3,2,200,3500,NA,53,8.27410200229233
1000,5,7,8,0,14980,1904,246,9.74864496673046
150,3,2,1,1172,4800,0,61,8.70516541971901
53,2,1,1,450,4200,NA,54,8.46526811855132
49,2,1,1,400,970,NA,13,7.23561914106675
185,3,3,2,1200,2200,NA,28,8.16876982367527
40,1,1,0,0,1200,20,19,7.12286665859908
65,2,1,0,654,1140,9,15,7.50604217851812
67,3,2,1,496,1560,72,20,7.67275789664251
46,1,1,1,500,2200,35,28,7.92443418488756
205,3,2,1,950,2200,156,28,8.11222795834972
550,5,5,3,0,9000,NA,160,9.17585244151751
50,1,1,1,393,650,NA,9,6.99025650049388
266,4,5,4,2900,10900,1167,139,9.62317823441376
280,3,2,2,3140,8000,1126,104,9.42311030286283
1600,6,6,6,0,7600,1834,115,9.16429643347478
70,1,1,0,760,2400,156,31,8.11611843160937
84,3,2,2,700,2340,NA,30,8.10802122137675
40,1,1,0,496,1000,116,14,7.39449310721904
117,3,2,1,750,4110,384,53,8.57508466983201
68,2,2,2,1030,3430,236,44,8.46400336290212
140,2,2,2,692,2800,104,38,8.19836438996762
450,4,2,3,0,13000,1000,196,9.56106766364501
44,1,2,0,140,1350,100,20,7.38461038317697
40,1,1,1,686,3200,52,41,8.28903709827848
70,1,2,1,1300,8250,NA,105,9.19674841845672
50,1,2,0,0,900,NA,14,6.87212810133899
405,2,3,0,3500,4000,NA,54,9.01845321031253
75,2,2,1,700,3160,NA,41,8.31066090590723
80,3,3,1,560,1501,NA,20,7.64108424917491
450,4,5,6,0,12000,NA,181,9.51199931135876
225,4,5,4,1600,7106,0,91,9.08227970190866
250,3,2,3,2500,15000,1084,191,9.84060099948094
60,2,1,1,965,2200,NA,28,8.11939858961229
31,1,1,1,1500,3400,150,44,8.53601494565683
100,3,1,3,0,2000,164,31,7.69439280262942
20,1,1,0,420,1050,79,14,7.35500192110526
200,3,4,8,0,7000,25,106,8.87234697898303
50,1,1,1,780,1690,62,22,7.8458075026378
61,3,2,2,712,2200,90,28,8.0166478770578
200,3,4,2,4475,9800,820,125,9.63043133227967
100,2,2,0,0,11000,100,181,9.33087517360492
365,4,5,6,3722,13900,2588,177,9.92284890601475
38,1,1,0,414,3000,64,39,8.1656479252975
49,2,1,0,362,1350,NA,18,7.48941208350872
207,3,5,4,2400,12000,934,153,9.64801448910636
82,3,2,1,825,1500,142,20,7.81923445385907
400,5,4,3,0,4000,250,61,8.36915711258883
170,4,2,2,2420,9000,NA,116,9.42311030286283
105,3,2,2,370,2890,217,43,8.16650031915505
383,4,4,5,2189,3004,709,39,8.68980105602255
168,3,3,3,1605,2700,322,35,8.44741429680832
53,2,2,1,1940,2400,NA,31,8.46821300919452
320,4,3,2,0,4500,125,80,8.45659356928731
300,3,4,3,3500,9900,834,126,9.57227147806062
100,3,2,3,0,2200,0,34,7.71199650704767
40,1,1,0,0,900,NA,12,6.90073066404517
180,3,1,0,0,2500,334,38,7.96311205897929
257,4,5,4,2730,7500,1107,96,9.34408424202578
178,2,4,2,2300,7000,891,89,9.23805281054272
179,3,3,0,1828,12000,472,153,9.57851889529833
64,2,1,0,300,1750,42,26,7.6586995582683
60,2,1,0,326,990,25,15,7.21303165983487
55,1,1,1,696,2200,148,28,8.03040956213048
50,1,1,0,470,1970,NA,25,7.81035268372429
82,3,2,2,470,1994,0,26,7.82043951526218
60,1,1,1,650,1210,106,16,7.5923661285198
40,1,1,1,1300,1200,68,18,7.85825418218603
230,4,4,8,0,5100,NA,77,8.61213966872519
73,2,1,1,680,1300,NA,17,7.60986220091355
79,2,2,1,600,2000,75,26,7.90174751852014
230,3,4,2,2000,4800,292,61,8.87542691981896
214,3,3,3,3575,14000,NA,181,9.84219708409302
120,2,1,0,0,1500,90,23,7.38647084882989
200,4,2,1,0,2500,NA,38,7.96311205897929
85,3,2,2,940,3300,102,49,8.38753998318937
45,1,1,1,3000,5520,0,70,9.05847042263806
30,1,1,0,198,755,22,12,6.89568269774787
57,2,2,1,476,2300,NA,30,7.93987157636188
500,4,7,3,0,15000,2500,226,9.78306979905699
322,4,5,5,2700,15000,1875,191,9.89197149657488
20,1,1,0,224,1530,0,20,7.48155570190952
100,2,2,1,0,1346,NA,24,7.22329567956231
620,4,6,4,8133,15000,4520,191,10.2342650333435
240,4,3,5,0,2500,NA,45,7.88833450073865
95,3,2,2,900,7000,142,89,9.00356217474824
35,1,1,1,542,2100,99,27,7.92624152317096
325,5,4,7,0,8900,NA,146,9.15525040565822
58,3,1,1,456,2800,NA,36,8.10591119798651
200,4,4,3,1400,9000,1000,115,9.35192673603805
92,3,2,2,1407,1100,250,14,7.92732436030979
65,2,1,1,450,1545,94,7,7.64826303090192
57,2,1,0,378,800,NA,11,7.1074254741107
50,2,1,1,400,1600,0,21,7.61184239958042
165,4,5,2,2500,9500,NA,121,9.42875274891449
70,2,1,1,900,1900,122,25,7.98888225330923
230,4,3,1,2400,4000,513,51,8.84865288621391
34,1,1,0,820,2000,NA,26,7.99328232810159
25,1,1,0,0,660,0,11,6.51025834052315
50,2,1,1,0,1800,NA,23,7.50878717063428
120,3,2,2,700,2975,155,44,8.26230094178745
60,2,1,1,0,1400,96,25,7.32778053842163
67,2,2,1,980,2240,215,29,8.150467911624
22,1,1,0,384,2100,40,27,7.84463264446468
197,3,1,2,0,2100,290,32,7.79276172081653
105,3,3,1,1300,2300,130,34,8.23350314023399
80,2,2,1,0,1556,0,8,7.35564110297425
140,4,2,2,820,2500,NA,34,8.19090888118251
70,2,2,1,1200,4000,NA,52,8.60098271714592
383,5,5,4,0,10000,250,178,9.25253742067597
172,3,4,3,1650,9000,NA,115,9.36486241141235
57,2,2,1,425,1800,NA,27,7.75276480885133
32,1,1,1,1800,2000,416,26,8.35302584520232
341,10,6,7,0,5500,459,91,8.70797882662232
600,5,6,8,0,10500,NA,173,9.33441468707811
43,2,1,1,307,2000,18,26,7.76302130901852
98,3,2,1,727,1233,84,16,7.63094658089046
36,2,1,0,590,1790,0,23,7.7848892956551
42,1,1,0,500,2800,79,37,8.13651825211529
120,3,3,3,700,2700,167,35,8.18952211074809
78,2,2,1,720,1400,NA,19,7.79564653633459
113,3,4,2,1600,4000,NA,51,8.73921611506174
47,2,1,1,560,1390,0,18,7.58528107863913
60,2,2,1,478,1300,0,17,7.49331724886215
77,2,1,0,0,1130,25,17,7.06731984865348
75,2,2,1,200,1500,142,22,7.53101633207792
60,3,1,1,470,1550,NA,20,7.62119516280984
240,3,4,3,2100,5800,NA,74,9.0825070004663
48,1,1,1,633,3400,114,44,8.34093322600088
70,3,1,1,395,1300,71,18,7.48717369421374
345,3,3,0,0,3500,150,58,8.21851757748959
250,4,2,3,3000,15000,100,191,9.81416441457592
158,4,4,3,1990,3500,589,45,8.72013403541293
55,2,1,1,0,1300,34,24,7.21450441415114
80,2,1,1,866,1820,235,24,7.98820359702258
42,1,1,1,500,2200,50,33,7.93164402145431
80,3,3,2,600,4450,242,57,8.58485183989005
50,1,1,0,519,1550,28,20,7.65822752616135
380,4,3,2,3220,15000,1348,194,9.8914655773088
85,2,2,1,1200,5300,NA,68,8.80026465131034
120,4,3,2,0,3250,NA,44,8.10016144693661
214,4,5,4,2235,3251,NA,42,8.7879833961978
277,4,4,6,4200,3800,1947,49,9.21004032696718
50,2,1,1,330,1080,0,14,7.26192709270275
90,3,2,2,530,2000,NA,27,7.90728360942635
287,4,5,2,0,6000,317,91,8.76545853150423
11,1,1,0,300,2000,42,26,7.77022320415879
62,2,1,1,485,1620,NA,24,7.6889133368648
45,1,1,1,522,3100,NA,40,8.23827262463303
80,2,1,1,200,1650,70,25,7.57353126274595
115,3,3,2,1000,4890,234,62,8.73020559553099
110,2,2,1,600,1800,152,27,7.85554467791566
162,3,3,2,1756,7000,367,89,9.12837080910893
85,3,2,1,1250,1800,306,24,8.12592680270789
105,4,3,3,1148,1900,228,26,8.10258642539079
180,2,2,5,1,3000,1,46,8.02256894698825
80,2,1,0,330,831,NA,11,7.19443685110033
56,2,1,1,680,2200,11,28,7.97933889526233
70,2,1,1,1049,1200,NA,16,7.74109909003537
70,1,2,1,1100,1200,85,16,7.78405700263993
75,3,1,1,482,1000,145,14,7.40367029001237
420,4,6,4,300,6500,417,98,8.89781900951076
279,3,3,8,0,3500,NA,53,8.22577079934873
160,4,4,2,0,2400,0,37,7.79893331004122
41,1,1,0,250,1100,0,14,7.21890970761906
97,2,2,2,1400,2200,NA,28,8.20821938349683
40,1,1,1,400,1400,NA,21,7.52725591937378
110,3,2,1,1217,3600,NA,46,8.53286967080125
298,4,3,2,330,2500,300,34,8.05990833457828
87,4,2,2,370,1600,160,22,7.67461749736436
150,5,5,4,1800,3700,917,47,8.77415829120596
113,3,2,2,1750,2975,NA,38,8.5414954839392
293,6,2,3,0,2600,NA,43,7.93092537248339
90,3,2,2,1017,2000,NA,26,8.07371464110986
305,4,3,3,2500,9000,660,120,9.41580863161038
50,2,1,1,0,1040,NA,14,7.19443685110033
150,3,3,2,0,3300,135,50,8.15651022607997
367,3,4,4,7000,15000,NA,220,10.0541034208433
50,2,1,0,505,2350,64,31,7.98989937494294
230,3,4,3,3200,8000,1167,102,9.43116122792075
125,3,3,1,1600,5500,247,70,8.91166475804954
140,3,2,1,1100,1350,NA,18,7.84932381804056
63,3,2,0,550,1800,NA,23,7.77233157516961
110,2,1,1,975,3300,234,42,8.42332197580617
54,2,1,1,480,1610,0,21,7.65539064482615
67,2,1,0,330,1523,NA,23,7.56371966841437
296,3,4,4,1860,8864,0,113,9.29109052166129
70,2,1,1,0,1000,75,17,6.99668148817654
50,2,1,0,50,1100,0,17,7.06304816338817
160,3,2,4,0,3500,NA,53,8.1758290087146
60,2,2,1,460,2200,NA,28,7.9043348420851
220,3,4,3,3120,8000,1034,102,9.41417877223239
340,4,3,8,0,13000,1167,196,9.57227147806062
52,2,1,0,50,1150,34,15,7.13089883029635
50,2,1,1,100,915,63,13,6.99576615630485
60,2,1,0,290,2200,80,30,7.86365126544865
125,3,3,3,100,2450,15,37,7.86441990499457
36,2,1,0,0,1080,0,17,7.00124562206948
100,3,2,1,730,1500,120,20,7.77106708606541
550,4,7,3,0,11500,1650,173,9.49709701635146
60,3,1,2,383,1105,NA,14,7.31521838975297
48,1,1,0,490,500,17,7,6.92264389147589
164,3,3,1,1795,9000,NA,115,9.31659049181884
90,3,2,1,280,1200,NA,16,7.37588214821501
78,3,2,1,450,2800,75,41,8.12177741916107
44,2,1,0,260,1125,0,15,7.24494154633701
180,3,3,2,1500,2950,267,40,8.4675826908629
82,3,2,1,650,1200,NA,16,7.58426481838906
49,1,1,1,830,2900,139,37,8.27052509505507
400,5,4,5,0,13970,NA,210,9.58816017926402
74,2,3,2,450,3200,NA,41,8.22469956196723
110,2,1,1,0,1500,163,23,7.43070708254597
58,1,1,1,475,3500,70,45,8.3165447179294
23,1,1,0,320,1540,NA,20,7.53955882930103
95,3,2,1,1061,2500,67,33,8.20576472523446
196,4,3,3,2420,5000,NA,64,9.03788993497749
70,2,1,0,0,2300,123,35,7.80751004221619
148,2,1,2,385,1650,880,25,7.986504938554
70,2,1,0,1100,1280,NA,17,7.78239033558746
30,1,1,1,610,2300,NA,30,8.03106018024062
300,3,2,4,0,2700,250,41,8.00369733909437
53,1,1,1,1132,2600,0,33,8.2337687092171
96,3,2,2,920,3148,81,40,8.34045601291618
190,3,4,2,1764,6000,48,77,8.97335141383992
250,3,5,8,0,6000,7,91,8.71588010229646
130,4,1,3,0,2150,NA,36,7.69028602067677
250,3,3,6,0,4250,519,64,8.48342956126343
50,1,1,0,305,650,NA,9,6.88550967003482
840,5,6,5,0,8000,NA,132,9.06462071762678
95,3,3,0,750,1999,291,26,8.02845516411425
33,1,1,0,250,1305,NA,17,7.36073990305828
60,2,1,0,380,1350,0,18,7.4667994750186
51,1,1,0,900,4950,NA,63,8.7059937143079
200,4,3,2,1900,8000,NA,104,9.28368376620039
212,4,5,6,2850,4500,NA,58,9.04499391938819
66,3,1,0,15,1525,0,26,7.35691824235602
150,3,5,2,1423,3102,452,40,8.52078672692637
48,2,1,1,400,1270,9,17,7.43661726523423
90,2,2,1,0,2500,274,38,7.94200680848986
136,4,3,2,750,4000,NA,59,8.54422453046727
40,1,1,1,557,3000,95,39,8.21392359562274
100,1,2,2,0,1700,0,26,7.45414107814668
32,1,1,0,330,1200,100,16,7.40671073017764
30,1,1,1,700,3300,NA,42,8.30696586536857
170,2,2,5,0,5500,600,83,8.72972059026726
184,4,3,4,0,3240,220,49,8.16337131645991
368,4,5,4,4210,5000,NA,64,9.38773313553338
230,3,4,4,3300,7000,917,89,9.33353098253138
214,4,6,4,2000,11000,780,140,9.54115377038857
37,1,1,1,425,2000,0,27,7.80506704425849
450,5,5,4,0,5540,520,84,8.72339402200014
87,3,2,0,1284,2000,231,26,8.17244681834278
70,2,1,1,0,1300,25,20,7.20489251020467
54,2,1,1,480,1250,7,16,7.46965417293213
155,4,3,3,1200,3300,356,44,8.49719454490955
35,1,1,0,0,1100,30,14,7.04315991598834
160,4,4,5,0,4500,0,68,8.42704964156327
95,3,2,2,210,1400,NA,19,7.46851327149634
113,2,1,1,1000,3000,50,39,8.31630024903685
70,3,2,1,1002,850,255,11,7.6586995582683
131,3,2,2,1497,1800,600,23,8.27410200229233
130,3,3,1,690,3200,NA,43,8.31483217928456
72,2,1,0,80,1300,40,19,7.27239839257005
130,2,1,1,0,1280,59,21,7.21597500265147
80,2,3,1,850,1300,NA,10,7.8164169836918
50,3,2,2,150,2800,30,43,8.01433573729942
54,2,1,1,570,2000,10,26,7.8659554139335
130,3,3,3,1290,2800,489,36,8.43728380818794
230,4,1,1,1287,3500,NA,52,8.55833513474741
50,2,1,1,300,1100,NA,14,7.25488481007734
100,3,2,3,0,2800,NA,46,7.95402108727804
40,1,1,1,0,970,NA,13,6.89162589705225
75,3,1,1,296,12000,0,181,9.43196276691845
30,1,1,1,1787,1200,144,16,8.05452260953729
68,2,2,1,400,1800,NA,27,7.74500280351584
117,3,3,2,0,2700,16,41,7.92226105835325
600,5,4,5,0,12000,NA,214,9.50159106930499
126,3,2,2,990,1610,0,21,7.87169266432365
290,4,4,3,0,2500,NA,45,7.9402277651457
120,3,1,0,1090,1500,125,22,7.91498300584839
35,1,1,0,450,1600,NA,21,7.63626960337937
40,1,1,1,0,970,0,13,6.89162589705225
56,2,2,1,500,2000,0,26,7.83478810738819
53,2,1,1,0,800,NA,11,6.77650699237218
270,4,4,4,2800,15000,100,191,9.80316985602126
150,4,2,2,600,1100,NA,20,7.45066079621154
40,1,1,0,0,980,NA,13,6.90173720665657
31,1,1,0,400,3280,109,42,8.25114213909075
50,2,2,1,450,1275,23,17,7.47647238116391
347,5,5,4,0,7000,500,106,8.9368241549973
70,3,1,1,428,1800,42,23,7.73805229768932
75,2,1,0,440,1200,0,16,7.41276401742656
90,3,2,0,405,1105,NA,17,7.35179986905778
200,3,4,1,1600,1190,550,16,8.11880299698004
201,4,4,4,2600,5933,NA,76,9.16009915553944
37,1,1,0,0,1400,0,18,7.25770767716004
75,3,1,1,837,2200,70,28,8.0507033814703
42,1,1,0,1290,1650,NA,21,8.05388708361822
148,3,2,0,610,1700,102,22,7.79770203551669
200,2,2,0,0,3000,9,46,8.02486215028641
216,3,3,3,2328,13000,NA,165,9.72442069346267
300,3,2,0,0,8300,217,125,9.06450502375264
73,1,1,0,0,1350,NA,18,7.26612877955645
77,3,1,0,1163,4200,269,55,8.64611397148308
50,2,1,0,0,850,30,12,6.7945865808765
480,4,7,8,0,14000,2186,211,9.70509758756311
300,5,5,2,0,4000,220,61,8.36217546914963
180,3,2,1,1600,4900,NA,64,8.85708813531495
68,3,2,1,600,1600,76,24,7.74109909003537
62,2,2,1,560,1550,NA,20,7.67229245562876
62,2,2,2,1000,3230,NA,41,8.41227702146668
212,4,1,2,0,1500,88,23,7.38523092306657
340,3,4,4,0,10000,1584,151,9.37084226863021
280,5,4,8,0,10000,NA,178,9.2687036152731
250,4,3,4,0,7200,434,109,8.95467362895641
64,2,1,0,500,1600,NA,21,7.70616297019958
25,1,1,0,318,2100,41,27,7.8188324438034
37,1,1,0,346,3250,69,42,8.21824792668574
51,3,1,1,246,1100,71,14,7.26682734752059
75,2,3,1,862,1600,NA,21,7.91717198884578
40,1,1,1,0,972,0,15,6.89568269774787
25,1,1,0,50,700,0,10,6.63463335786169
340,5,4,4,0,4800,NA,86,8.5539107743514
60,2,1,0,880,2650,NA,35,8.23615566168312
90,1,1,1,1750,1680,100,22,8.17554759602103
120,3,3,2,0,8900,371,134,9.14910306250499
200,1,2,0,0,8000,NA,121,9.08500388066488
168,4,4,3,1400,3250,234,42,8.50248556254396
212,4,5,4,4000,10000,834,127,9.61320209421423
40,1,1,1,450,2400,NA,31,7.96623977655947
78,1,2,1,900,2440,167,31,8.17159948034546
340,3,4,3,0,9800,392,148,9.24387185518498
300,4,4,4,2200,10000,1114,134,9.50680873170858
181,3,3,3,0,5500,148,91,8.65521448931361
68,2,2,0,630,6443,20,82,8.87849740373863
600,6,7,4,10000,15000,84,226,10.1389943628337
138,3,3,2,0,2700,141,41,7.9665866976384
65,2,1,1,486,1200,NA,16,7.49776170062257
44,1,1,1,571,2000,130,26,7.91132401896335
600,5,7,8,0,9000,NA,136,9.30665005211359
53,1,1,0,398,1300,89,18,7.49886973397693
340,4,5,4,2260,12000,872,160,9.63501969900815
183,6,5,2,800,3800,25,58,8.45190772471761
80,2,3,0,1312,3300,427,42,8.53346016388011
50,1,1,1,406,2800,NA,36,8.12148037475075
293,4,3,3,3300,1050,500,14,8.4898219946201
80,3,2,1,413,1800,124,24,7.76726399675731
30,1,1,0,143,1318,0,17,7.2991214627108
150,3,4,2,0,2000,200,31,7.7106533235012
70,3,2,2,359,2010,NA,26,7.81197342962202
85,2,1,1,500,2300,NA,30,7.9820748750812
500,5,5,1,0,7900,486,121,9.04876217632013
49,2,1,1,150,1220,6,22,7.24351297466548
325,4,5,7,0,11500,825,173,9.43356392009056
35,1,1,0,0,2570,58,34,7.88720858581393
270,4,3,3,3260,7500,550,96,9.34233308143468
540,4,7,5,4922,15000,NA,191,10.072428317836
150,3,5,3,990,11000,NA,140,9.42633845512952
300,3,3,2,0,5000,690,82,8.66094715506093
42,1,1,1,2406,2500,202,32,8.54500289205551
126,2,1,0,0,1700,314,26,7.62119516280984
67,2,1,1,1500,2099,NA,27,8.26281693767093
80,3,3,2,1374,2000,283,26,8.2117543973752
85,3,1,2,1600,1900,139,25,8.20658361432075
290,5,5,3,3500,5600,49,82,9.13043098874788
274,2,3,4,0,3000,323,46,8.12266802334641
46,2,1,1,250,970,NA,13,7.15148546390474
50,2,1,1,250,860,69,12,7.0833878476253
42,1,1,0,0,1600,50,25,7.42416528104203
55,1,1,1,0,1195,NA,16,7.10002716662926
55,1,2,1,650,1200,55,16,7.56112158953024
80,2,3,2,980,3260,350,44,8.44139147799996
42,1,1,1,460,2300,95,30,7.96762673933382
70,2,1,1,500,1275,74,17,7.53208814354172
78,3,2,1,542,1935,73,25,7.85399308722424
55,2,1,1,200,1100,NA,15,7.24921505711439
63,2,1,1,600,1120,NA,15,7.47873482556787
57,2,2,1,358,2550,132,33,8.03073492409854
78,2,1,0,80,1330,91,20,7.32778053842163
140,2,2,2,1260,6740,0,86,8.99801311309582
71,3,2,2,270,1300,NA,18,7.43248380791712
845,5,9,6,0,8499,1000,128,9.17243079890296
70,2,1,1,344,1100,107,15,7.35691824235602
40,1,1,0,327,595,12,8,6.84906628263346
82,2,2,1,750,3100,51,40,8.27944348771267
31,1,1,1,272,3200,64,41,8.18255926406867
62,2,2,1,800,3900,100,57,8.48838210956212
156,4,4,3,1531,3510,995,45,8.71308886823731
300,3,4,7,0,4340,550,66,8.50855599802057
35,1,1,0,0,750,0,10,6.63463335786169
40,1,1,1,1100,1600,NA,21,7.96623977655947
39,1,1,1,300,1700,50,22,7.63675211243578
100,3,3,2,720,1800,143,24,7.89655270164304
60,2,1,0,528,1100,86,15,7.45587668749182
43,2,1,0,0,1250,NA,16,7.23489842031483
120,2,2,0,990,12000,125,155,9.49333648243725
90,3,1,1,0,1360,1,23,7.23345541862144
170,3,2,1,1670,10500,84,134,9.42472568161649
154,4,2,3,2150,5400,647,72,9.02038978801774
108,3,3,2,1800,4800,393,61,8.86149186428691
20,1,1,0,602,1800,NA,23,7.84619881549743
200,4,3,2,1940,2300,467,30,8.46337038471873
800,7,7,4,0,8900,943,146,9.2093398716426
43,2,2,0,0,1750,70,23,7.51969240411654
125,2,1,0,778,850,120,11,7.4730690880322
28,1,1,0,0,1390,NA,18,7.25063551189868
37,1,1,1,604,2600,252,33,8.15765701519647
60,3,2,1,0,2430,NA,37,7.81116338502528
121,2,3,1,825,2560,170,33,8.18562889114761
600,5,5,2,0,7500,158,123,8.9595686535445
161,3,3,2,1500,2750,418,35,8.45616848957846
60,2,1,1,497,1350,67,18,7.56682847920833
60,3,1,1,630,1700,8,22,7.76684053708551
55,2,1,0,523,2300,NA,30,7.99395754757357
90,3,1,1,1000,3000,50,39,8.31630024903685
65,2,1,0,0,1500,NA,23,7.38274644973891
18,1,1,0,480,700,15,11,7.09589322109753
345,3,3,5,3000,12750,834,162,9.72621323696369
50,2,1,1,600,1190,NA,18,7.5234813125735
230,4,5,4,3240,12500,NA,159,9.73038338479178
100,2,2,1,299,1850,60,24,7.71154897962915
136,3,3,3,1430,4206,364,54,8.70863965598719
263,3,3,0,30,3500,150,52,8.22496747891458
65,2,2,2,230,1700,115,23,7.63482067774554
166,2,2,2,300,2100,253,28,7.89431806384162
20,1,1,0,602,1800,NA,23,7.84619881549743
308,4,3,4,0,3900,381,59,8.37586001529959
400,4,3,5,0,10600,459,160,9.32554230166487
140,3,4,3,525,3000,NA,40,8.26178467951475
47,1,1,0,380,550,14,7,6.85856503479136
178,3,3,3,2500,8300,700,106,9.35970820362701
100,3,2,1,288,1500,NA,20,7.53315880745556
62,3,2,1,1550,4800,167,61,8.791638037086
390,4,4,5,8500,8600,3917,109,9.95849643556693
217,3,4,1,2200,9000,458,115,9.37339415841248
280,4,4,3,2850,9000,503,120,9.43116122792075
30,1,1,1,673,2500,62,32,8.09193345597989
