"age","height_cm","weight_kg","release_clause_eur","club_joined","wage_eur"
31,178,82,28500000,1.4410656e+18,11.2772157895969
30,191,80,20700000,1.6267392e+18,9.68040649926888
28,178,73,29800000,1.6121376e+18,11.0666539872197
32,194,83,21300000,1.5014592e+18,11.5129354649202
31,182,71,26800000,1.5621984e+18,11.2644769261024
30,185,78,27200000,1.5778368e+18,10.3735224312936
29,191,92,33300000,1.5032736e+18,10.7789771230064
31,180,77,2.4e+07,1.5626304e+18,10.3735224312936
30,188,85,27800000,1.4726016e+18,11.4616426968431
30,180,77,31500000,1.2148704e+18,10.4341452149305
36,168,71,9e+06,1.6249248e+18,9.7981825908907
29,187,73,31500000,1.56384e+18,10.3089859934221
29,169,72,32300000,1.6297632e+18,11.2252567257629
34,182,84,17900000,1.5623712e+18,7.60140233458373
33,190,81,9900000,1.5935616e+18,10.043292972227
29,180,66,33300000,1.5994368e+18,10.8780660602808
34,187,82,11600000,1.49904e+18,10.1658902778025
30,182,77,32300000,1.5986592e+18,11.3266079348989
27,175,70,34200000,1.5041376e+18,11.5129354649202
32,180,75,19600000,1.62864e+18,11.3504183001091
32,180,73,29400000,1.630368e+18,10.2399955028053
28,185,82,29500000,1.4673312e+18,11.2897944135779
29,178,65,35700000,1.4988672e+18,10.3089859934221
28,188,76,35900000,1.6043616e+18,10.9682155307592
28,186,80,34600000,1.4358816e+18,11.2897944135779
27,190,90,34600000,1.4069376e+18,11.3022167792574
27,177,73,33300000,1.6119648e+18,9.99884318585288
27,180,71,43500000,1.5311808e+18,10.0858507751287
30,195,97,27600000,1.5285024e+18,11.2385017770766
31,184,81,24700000,1.3094784e+18,11.002116507732
31,182,75,22800000,1.5935616e+18,10.5966597327836
30,182,78,28900000,1.56384e+18,10.7364184143654
28,179,70,24500000,1.601856e+18,9.95232533461943
30,191,76,24700000,1.4673312e+18,10.3417747410115
29,180,70,29400000,1.5466464e+18,9.90353755128617
30,169,66,25500000,1.5304032e+18,9.47278155656217
26,185,85,36600000,1.5008544e+18,11.5617251529038
28,182,76,30400000,1.4060736e+18,11.3504183001091
31,181,80,26300000,1.2779424e+18,6.90875477931522
28,181,79,30600000,1.53144e+18,10.5453677541517
29,178,75,35700000,1.3094784e+18,10.5713425658087
26,186,88,36600000,1.5336864e+18,11.2385017770766
28,175,60,32400000,1.3094784e+18,11.6526961029598
28,190,84,31100000,1.4041728e+18,9.61587214452889
28,184,76,33300000,1.5995232e+18,11.3736748918235
28,190,83,31100000,1.4530752e+18,10.8396005193574
28,184,83,28800000,1.3411008e+18,10.3735224312936
26,180,79,5e+07,1.578528e+18,10.1658902778025
28,176,73,29800000,1.4516064e+18,10.463131911492
28,169,65,27100000,1.6094592e+18,9.74102744483773
26,184,83,37300000,1.5619392e+18,10.9853096718968
26,182,82,42500000,1.532304e+18,9.68040649926888
27,171,71,38900000,1.5347232e+18,10.4042931430198
29,170,65,32600000,1.5621984e+18,10.463131911492
27,183,73,31500000,1.5619392e+18,10.9151066458675
28,180,76,31500000,1.5673824e+18,10.463131911492
27,201,93,32300000,1.566432e+18,10.043292972227
27,185,77,30500000,1.5008544e+18,11.2515736877645
28,192,84,29600000,1.6263072e+18,11.0821579333748
26,173,63,43600000,1.5004224e+18,9.90353755128617
30,182,71,3.4e+07,1.5649632e+18,9.74102744483773
29,183,81,28400000,1.5306624e+18,10.7579241570616
29,182,75,26400000,1.6298496e+18,10.8396005193574
24,173,67,52300000,1.564704e+18,10.6213517356329
28,188,84,3.6e+07,1.612224e+18,9.85224688834253
25,178,68,40800000,1.4988672e+18,10.9331248267007
29,175,71,29500000,1.4988672e+18,10.7995959850478
25,175,69,45700000,1.5471648e+18,10.4042931430198
26,195,94,37500000,1.5337728e+18,11.2385017770766
25,185,80,47900000,1.5964992e+18,10.1266711030504
25,187,79,38500000,1.5037056e+18,11.2515736877645
24,189,81,39900000,1.4357088e+18,10.1658902778025
25,186,80,47700000,1.5779232e+18,9.68040649926888
25,180,80,42500000,1.5990912e+18,11.3385839825165
33,188,82,8300000,1.5310944e+18,9.7981825908907
32,185,79,29400000,1.5304896e+18,10.4913019948302
28,172,71,30400000,1.5650496e+18,10.8780660602808
28,185,85,27200000,1.4988672e+18,10.9853096718968
26,186,82,37300000,1.5657408e+18,10.3417747410115
24,180,78,43500000,1.5309216e+18,10.3735224312936
24,190,83,5.7e+07,1.5307488e+18,10.5966597327836
27,186,77,33700000,1.4673312e+18,11.5129354649202
25,180,69,48400000,1.5326496e+18,10.8780660602808
24,172,65,52300000,1.6232832e+18,11.0186455364637
27,180,71,40200000,1.4176512e+18,10.4341452149305
25,191,82,39400000,1.4090112e+18,10.043292972227
25,178,67,45400000,1.5619392e+18,11.141876276228
25,186,81,37100000,1.5619392e+18,11.0666539872197
23,192,88,52300000,1.5637536e+18,10.2750855911327
27,172,81,44600000,1.5619392e+18,10.4913019948302
23,187,84,50400000,1.5670368e+18,10.5187002182882
21,168,65,36100000,1.6288128e+18,9.39274525863144
29,175,70,29500000,1.6257024e+18,10.3735224312936
25,177,75,32300000,1.625616e+18,10.1658902778025
21,188,88,35200000,1.6288128e+18,9.61587214452889
29,186,80,22800000,1.6257024e+18,10.1658902778025
21,176,73,39900000,1.6257024e+18,10.2036291813376
23,182,85,57400000,1.5619392e+18,11.7752974217158
23,190,87,47400000,1.5989184e+18,11.0821579333748
25,175,74,51100000,1.5304032e+18,10.2750855911327
24,184,76,42600000,1.4988672e+18,10.2750855911327
23,185,79,47500000,1.6250976e+18,10.463131911492
24,181,73,52200000,1.4357088e+18,10.2750855911327
25,191,85,41700000,1.5995232e+18,10.9508240905224
23,175,73,49400000,1.5304896e+18,10.4913019948302
23,195,88,38200000,1.6250976e+18,10.4913019948302
25,188,77,47700000,1.6121376e+18,9.61587214452889
24,182,80,48400000,1.5317856e+18,10.8197982842103
24,183,78,42500000,1.5673824e+18,9.39274525863144
21,176,65,39400000,1.4673312e+18,9.21044036697652
24,176,66,36900000,1.4859072e+18,9.85224688834253
25,172,64,45700000,1.5002496e+18,10.3735224312936
23,175,78,59800000,1.6002144e+18,10.2750855911327
23,178,77,4e+07,1.5619392e+18,9.68040649926888
26,189,78,5e+07,1.5316992e+18,10.3089859934221
22,183,76,79900000,1.6298496e+18,10.7789771230064
23,183,77,43500000,1.6302816e+18,10.6213517356329
21,187,81,58800000,1.5803424e+18,10.6213517356329
28,187,83,3.6e+07,1.598832e+18,9.85224688834253
22,189,76,44800000,1.4678496e+18,9.85224688834253
20,174,64,86600000,1.5619392e+18,11.6526961029598
21,190,88,62700000,1.5983136e+18,10.6454487065059
22,181,79,49400000,1.630368e+18,11.1562648066437
23,182,78,48400000,1.5803424e+18,10.8590182281479
21,193,81,53600000,1.6009056e+18,10.2036291813376
18,186,75,70300000,1.5954624e+18,9.95232533461943
21,174,63,63200000,1.5935616e+18,9.74102744483773
38,188,92,2700000,1.5989184e+18,10.2036291813376
35,186,86,13200000,1.5964992e+18,10.2036291813376
35,175,65,8200000,1.6250976e+18,10.6454487065059
38,186,85,2700000,1.5937344e+18,8.98732181285012
38,180,79,8200000,1.4673312e+18,9.85224688834253
38,193,90,3e+06,1.5309216e+18,10.2036291813376
35,186,80,7400000,1.5650496e+18,9.85224688834253
35,177,72,13200000,1.6307136e+18,9.85224688834253
29,184,80,29400000,1.6272576e+18,10.3089859934221
34,169,67,10100000,1.4993856e+18,10.0858507751287
30,177,79,21600000,1.625184e+18,10.9331248267007
34,181,76,8500000,1.5619392e+18,10.6213517356329
34,185,86,11100000,1.6250976e+18,10.7364184143654
38,184,80,3400000,1.5987456e+18,9.47278155656217
32,183,82,20700000,1.6304544e+18,9.99884318585288
34,183,73,10400000,1.627776e+18,9.21044036697652
32,184,80,1.4e+07,1.5304032e+18,9.74102744483773
34,172,68,15400000,1.625184e+18,10.3417747410115
35,180,79,9400000,1.5635808e+18,9.99884318585288
33,170,63,16700000,1.390608e+18,11.5129354649202
32,190,80,23100000,1.6097184e+18,10.4042931430198
33,175,73,13500000,1.5795648e+18,9.39274525863144
35,179,77,6200000,1.6294176e+18,8.8538082749772
33,178,79,11900000,1.4095296e+18,10.2399955028053
32,177,77,18100000,1.2337056e+18,11.141876276228
34,191,85,8700000,1.5002496e+18,10.9151066458675
31,187,91,1.9e+07,1.6300224e+18,10.8396005193574
31,182,70,1.7e+07,1.6261344e+18,11.2515736877645
35,187,81,7300000,1.5995232e+18,10.9151066458675
30,173,72,2.7e+07,1.6219872e+18,10.3735224312936
31,189,83,18100000,1.5330816e+18,10.8396005193574
32,196,89,16200000,1.62432e+18,10.7579241570616
29,190,75,29400000,1.623024e+18,10.4341452149305
31,181,75,19600000,1.599696e+18,10.8590182281479
31,175,73,1.9e+07,1.4858208e+18,10.4913019948302
33,169,65,15300000,1.6293312e+18,11.0186455364637
33,181,85,11900000,1.4673312e+18,10.7364184143654
31,194,81,16200000,1.601856e+18,10.7579241570616
33,194,89,7800000,1.5304032e+18,10.5713425658087
32,187,78,23100000,1.6307136e+18,10.043292972227
30,177,76,19200000,1.4654304e+18,10.6919676399149
31,186,79,25200000,1.6250976e+18,10.4042931430198
31,176,72,2.1e+07,1.630368e+18,10.0858507751287
33,171,62,16500000,1.625616e+18,10.1658902778025
30,182,76,2.3e+07,1.5619392e+18,10.463131911492
29,189,85,2.8e+07,1.4988672e+18,9.7981825908907
32,185,78,18900000,1.598832e+18,10.0858507751287
31,185,80,20900000,1.4050368e+18,10.1266711030504
30,187,82,2.7e+07,1.6298496e+18,10.2750855911327
30,188,84,19600000,1.5619392e+18,10.6454487065059
28,170,70,2.5e+07,1.6258752e+18,9.95232533461943
27,176,70,22500000,1.5037056e+18,9.47278155656217
27,189,76,30800000,1.5151104e+18,11.4616426968431
32,184,76,17100000,1.5149376e+18,10.6454487065059
29,183,83,22800000,1.4393376e+18,10.8780660602808
29,192,88,25700000,1.2779424e+18,10.9331248267007
28,195,80,19600000,1.4357088e+18,10.2750855911327
28,185,88,22500000,1.4988672e+18,9.99884318585288
28,182,71,23800000,1.4680224e+18,10.7789771230064
29,182,87,23800000,1.5987456e+18,11.2515736877645
28,175,70,23800000,1.6263936e+18,10.9682155307592
28,199,96,26700000,1.6288128e+18,11.3266079348989
29,182,81,21300000,1.4357088e+18,10.463131911492
33,173,68,15800000,1.4363136e+18,10.2399955028053
28,193,78,2.4e+07,1.4988672e+18,10.9331248267007
30,170,67,20400000,1.5151968e+18,10.8967578438935
27,178,66,34800000,1.5619392e+18,10.1658902778025
27,185,71,28500000,1.5329952e+18,11.314486721294
27,176,73,31500000,1.563408e+18,10.4042931430198
32,178,72,23100000,1.3226976e+18,10.3089859934221
29,187,79,25200000,1.53144e+18,10.1266711030504
26,186,80,31100000,1.551312e+18,10.7579241570616
31,188,84,18100000,1.4725152e+18,11.141876276228
31,185,75,1.8e+07,1.330128e+18,10.2399955028053
28,180,73,17500000,1.5304032e+18,10.2036291813376
26,180,75,31800000,1.5965856e+18,11.4616426968431
29,170,67,2.8e+07,1.5312672e+18,10.3089859934221
28,188,88,21800000,1.5005952e+18,10.043292972227
29,182,70,26600000,1.6287264e+18,10.7579241570616
29,170,65,23800000,1.5155424e+18,11.0186455364637
29,188,87,20400000,1.4409792e+18,11.0666539872197
26,178,68,32600000,1.5336864e+18,10.9682155307592
28,170,66,2.1e+07,1.550016e+18,9.30574145673944
24,183,79,40500000,1.5356736e+18,10.9508240905224
28,170,63,29400000,1.5621984e+18,6.90875477931522
28,173,65,2.5e+07,1.6252704e+18,9.61587214452889
28,196,77,27700000,1.562544e+18,11.0186455364637
27,182,78,25100000,1.4673312e+18,10.8396005193574
25,195,98,31100000,1.4370048e+18,10.6689786502192
29,183,77,29400000,1.4988672e+18,10.2036291813376
29,177,75,22800000,1.562112e+18,10.9508240905224
30,196,92,21800000,1.5968448e+18,9.39274525863144
25,178,72,36500000,1.5336864e+18,11.2772157895969
30,174,86,16800000,1.4534208e+18,9.7981825908907
25,182,67,31100000,1.5991776e+18,10.7364184143654
27,178,68,31600000,1.4973984e+18,10.7579241570616
32,185,88,12600000,1.5307488e+18,9.7981825908907
28,184,78,24700000,1.5041376e+18,10.9331248267007
27,178,72,28500000,1.5621984e+18,11.4616426968431
31,180,81,24200000,1.5304896e+18,10.2750855911327
26,185,74,36300000,1.5977088e+18,10.3735224312936
26,178,65,29600000,1.5304032e+18,10.9151066458675
28,179,68,26300000,1.5663456e+18,10.1266711030504
30,184,79,2.4e+07,1.4988672e+18,9.68040649926888
27,187,83,26800000,1.5304032e+18,10.8396005193574
27,197,92,34200000,1.5304032e+18,10.2750855911327
26,183,73,30600000,1.6291584e+18,10.6689786502192
29,187,81,2.3e+07,1.501632e+18,11.3851034570321
25,174,70,33700000,1.6254432e+18,10.3735224312936
25,180,70,41500000,1.5996096e+18,11.1124628236349
26,175,70,25100000,1.6231968e+18,9.47278155656217
25,192,81,29100000,1.5622848e+18,10.2750855911327
26,184,80,29300000,1.4988672e+18,10.8396005193574
29,179,71,23800000,1.6237152e+18,10.9682155307592
33,168,71,15300000,1.5463008e+18,10.2399955028053
26,188,82,3.2e+07,1.5324768e+18,10.7789771230064
28,192,82,26100000,1.4998176e+18,10.0858507751287
28,185,74,26600000,1.5915744e+18,11.1272776899325
25,174,78,27300000,1.405296e+18,9.90353755128617
24,175,70,41500000,1.5804288e+18,10.9508240905224
24,192,89,37500000,1.5320448e+18,10.3417747410115
27,185,72,34800000,1.3754016e+18,10.2399955028053
26,185,80,32600000,1.57896e+18,10.0858507751287
25,187,79,33700000,1.5632352e+18,11.0349057929294
24,185,82,40500000,1.5017184e+18,11.3266079348989
25,165,58,36500000,1.5803424e+18,11.2772157895969
24,183,71,41500000,1.4993856e+18,10.043292972227
26,173,74,32600000,1.5619392e+18,10.8197982842103
23,179,74,39500000,1.5990912e+18,10.8197982842103
24,187,78,36200000,1.4988672e+18,11.0186455364637
23,183,77,4.2e+07,1.5628032e+18,10.8197982842103
26,176,73,34200000,1.597968e+18,9.74102744483773
25,187,77,32800000,1.4988672e+18,10.463131911492
24,192,83,26600000,1.5512256e+18,9.54688403461792
24,177,70,3.2e+07,1.4357088e+18,10.3417747410115
29,190,80,19500000,1.6258752e+18,10.5713425658087
21,186,73,28500000,1.6257024e+18,9.90353755128617
33,169,66,13500000,1.625616e+18,10.5187002182882
21,182,79,27600000,1.6257024e+18,9.90353755128617
25,190,88,24300000,1.625616e+18,10.463131911492
21,176,75,28500000,1.6288128e+18,9.47278155656217
29,175,72,26600000,1.6257024e+18,10.7144399907278
25,173,72,27900000,1.625616e+18,10.5453677541517
21,170,60,29700000,1.625616e+18,10.3089859934221
33,188,87,17100000,1.6257024e+18,10.6689786502192
21,187,85,32300000,1.6288128e+18,9.54688403461792
21,172,70,29700000,1.625616e+18,10.4042931430198
24,175,70,48300000,1.6288128e+18,10.043292972227
23,196,87,59900000,1.6292448e+18,10.7995959850478
21,171,59,59900000,1.6266528e+18,10.3089859934221
22,196,90,36300000,1.6196544e+18,9.7981825908907
24,185,74,40500000,1.5650496e+18,10.4913019948302
24,175,70,46200000,1.625184e+18,11.0974251724089
28,178,76,25300000,1.5935616e+18,10.2750855911327
24,187,81,41300000,1.4675904e+18,10.1658902778025
26,190,78,38100000,1.5630624e+18,10.0858507751287
23,185,76,65100000,1.5652224e+18,10.8780660602808
27,180,73,29600000,1.5619392e+18,10.4341452149305
24,187,80,49400000,1.4726016e+18,10.6919676399149
26,190,86,32800000,1.6255296e+18,10.4042931430198
22,194,95,60500000,1.6250976e+18,11.1982284186668
21,190,79,59900000,1.5304032e+18,10.5453677541517
23,175,72,37300000,1.5463008e+18,10.9682155307592
22,196,90,3.9e+07,1.4988672e+18,10.6454487065059
21,172,62,59900000,1.5649632e+18,11.0349057929294
22,179,69,45600000,1.6250976e+18,10.2036291813376
24,183,75,53200000,1.4993856e+18,10.6454487065059
22,188,82,56700000,1.625184e+18,11.1272776899325
24,167,65,35200000,1.5027552e+18,9.74102744483773
21,180,72,60900000,1.5935616e+18,10.2750855911327
24,184,78,36500000,1.6255296e+18,10.9853096718968
25,191,85,34200000,1.5610752e+18,9.90353755128617
21,180,73,42800000,1.5161472e+18,10.2036291813376
26,175,67,38100000,1.5964992e+18,10.0858507751287
34,176,74,14700000,1.52928e+18,6.90875477931522
24,176,71,50600000,1.5964992e+18,10.1658902778025
21,177,77,67200000,1.597104e+18,10.3417747410115
23,176,72,68200000,1.4357088e+18,9.61587214452889
23,193,81,64400000,1.5304032e+18,10.3417747410115
26,193,81,32600000,1.5165792e+18,6.80350525760834
23,177,69,64400000,1.4988672e+18,9.85224688834253
22,176,69,42500000,1.5803424e+18,10.6689786502192
19,190,79,52800000,1.5304032e+18,9.30574145673944
19,181,70,62500000,1.5384384e+18,10.9331248267007
21,190,75,55100000,1.5299712e+18,10.6689786502192
21,174,63,66200000,1.5447456e+18,10.6919676399149
25,174,64,41300000,1.4988672e+18,10.043292972227
18,182,68,66400000,1.6304544e+18,10.6919676399149
20,190,76,60900000,1.6015968e+18,10.9508240905224
18,176,70,56100000,1.5804288e+18,9.7981825908907
37,175,68,7100000,1.5994368e+18,9.21044036697652
39,183,74,2200000,1.5304032e+18,10.043292972227
39,196,89,2500000,1.4988672e+18,9.10509096125708
36,180,74,7600000,1.6250976e+18,10.043292972227
39,188,72,7600000,1.5982272e+18,9.85224688834253
35,178,63,6e+06,1.6002144e+18,9.30574145673944
34,183,79,5800000,1.1991456e+18,10.7789771230064
31,172,73,12800000,1.5012e+18,9.21044036697652
33,188,74,6800000,1.5323904e+18,10.2036291813376
35,178,73,6500000,1.357776e+18,8.8538082749772
33,186,82,10500000,1.6115328e+18,6.90875477931522
33,186,75,8e+06,1.6250976e+18,10.6689786502192
34,189,77,6800000,1.5628032e+18,9.47278155656217
31,192,80,19800000,1.5631488e+18,10.2036291813376
34,172,70,1e+07,1.6265664e+18,10.2036291813376
36,167,58,7100000,1.5619392e+18,6.90875477931522
32,180,76,1.7e+07,1.4357088e+18,9.61587214452889
33,184,83,9500000,1.6231968e+18,10.8396005193574
35,195,95,1900000,1.1876544e+18,9.99884318585288
34,182,78,7100000,1.51632e+18,6.90875477931522
37,180,72,3600000,1.4041728e+18,9.85224688834253
31,183,79,15300000,1.627344e+18,10.7579241570616
33,184,72,11600000,1.4991264e+18,9.99884318585288
32,163,63,17900000,1.6149888e+18,9.99884318585288
35,166,68,7100000,1.3068864e+18,9.85224688834253
32,190,80,13200000,1.6187904e+18,9.61587214452889
33,187,78,9500000,1.5673824e+18,10.6689786502192
31,186,83,11200000,1.5935616e+18,9.47278155656217
31,178,64,14400000,1.448928e+18,10.2036291813376
31,173,68,17100000,1.6285536e+18,10.7364184143654
30,182,76,2.1e+07,1.629504e+18,10.0858507751287
28,167,59,2e+07,1.4673312e+18,11.0666539872197
32,196,83,11900000,1.6094592e+18,10.2750855911327
31,186,86,17100000,1.630368e+18,11.2515736877645
32,186,77,14700000,1.5002496e+18,10.1658902778025
31,182,77,15800000,1.6254432e+18,10.1658902778025
32,182,78,15800000,1.2464064e+18,10.1266711030504
35,178,72,6300000,1.2202272e+18,9.85224688834253
33,168,68,9800000,1.4859936e+18,9.21044036697652
28,183,92,14700000,1.5805152e+18,9.85224688834253
30,190,82,17900000,1.5794784e+18,9.85224688834253
34,189,82,7e+06,1.4041728e+18,10.2750855911327
30,177,73,21500000,1.5821568e+18,11.6952553550628
30,186,81,17900000,1.6293312e+18,9.99884318585288
30,186,80,1.8e+07,1.3094784e+18,9.47278155656217
30,173,69,18900000,1.2464064e+18,9.99884318585288
31,188,77,13300000,1.6250976e+18,10.9331248267007
29,178,73,2e+07,1.6267392e+18,11.2118338856085
30,175,68,15500000,1.5985728e+18,10.1266711030504
29,180,71,16200000,1.5619392e+18,10.2036291813376
29,180,75,17100000,1.4373504e+18,10.8197982842103
35,192,83,7e+06,1.3411008e+18,9.61587214452889
33,182,80,11700000,1.5935616e+18,10.1658902778025
30,189,81,18700000,1.626912e+18,10.043292972227
30,188,77,15300000,1.4634432e+18,10.8197982842103
32,174,74,11200000,1.4673312e+18,10.6689786502192
30,186,78,16800000,1.4340672e+18,10.8396005193574
29,184,82,18500000,1.626048e+18,10.1266711030504
29,184,82,17900000,1.6246656e+18,10.6919676399149
28,191,85,18800000,1.528848e+18,10.8197982842103
29,190,88,17600000,1.5325632e+18,9.90353755128617
30,193,83,16600000,1.6280352e+18,9.68040649926888
30,179,71,15300000,1.5641856e+18,10.1658902778025
28,181,83,16200000,1.5619392e+18,10.7789771230064
30,188,86,13600000,1.6118784e+18,10.6689786502192
35,198,90,2e+06,1.5997824e+18,9.7981825908907
30,184,80,15300000,1.3911264e+18,10.8396005193574
31,183,81,14700000,1.4721696e+18,9.85224688834253
29,183,75,2e+07,1.5299712e+18,10.8967578438935
29,191,90,16200000,1.5935616e+18,10.7789771230064
31,177,70,15800000,1.6292448e+18,9.85224688834253
28,175,80,16200000,1.5335136e+18,10.8590182281479
29,190,84,15100000,1.5964992e+18,10.4341452149305
30,179,77,1.7e+07,1.5989184e+18,10.4042931430198
28,183,78,2e+07,1.630368e+18,10.3735224312936
27,188,83,23700000,1.4071104e+18,10.5187002182882
